time,Open,High,Low,Close
2022-09-23 01:00:00,0.98432,0.98521,0.98185,0.9823
2022-09-23 05:00:00,0.9823,0.98382,0.9751,0.97532
2022-09-23 09:00:00,0.97532,0.97716,0.97364,0.97557
2022-09-23 13:00:00,0.97558,0.97748,0.97022,0.97074
2022-09-23 17:00:00,0.97077,0.97187,0.96682,0.96914
2022-09-25 21:00:00,0.96755,0.97098,0.95514,0.95695
2022-09-26 01:00:00,0.957,0.96638,0.95631,0.96284
2022-09-26 05:00:00,0.96282,0.97016,0.96206,0.96852
2022-09-26 09:00:00,0.9685,0.96976,0.9619,0.96696
2022-09-26 13:00:00,0.96696,0.96822,0.9608,0.96215
2022-09-26 17:00:00,0.96213,0.96276,0.95998,0.9609
2022-09-26 21:00:00,0.96094,0.96386,0.95842,0.96342
2022-09-27 01:00:00,0.96342,0.96459,0.96235,0.96366
2022-09-27 05:00:00,0.96366,0.9671,0.9621,0.96244
2022-09-27 09:00:00,0.96244,0.96528,0.96068,0.96226
2022-09-27 13:00:00,0.96228,0.96438,0.95692,0.95816
2022-09-27 17:00:00,0.95813,0.9601,0.9571,0.95936
2022-09-27 21:00:00,0.95907,0.96008,0.95678,0.95726
2022-09-28 01:00:00,0.95725,0.95764,0.9542,0.95507
2022-09-28 05:00:00,0.95508,0.95886,0.9536,0.95566
2022-09-28 09:00:00,0.95566,0.96031,0.95379,0.95849
2022-09-28 13:00:00,0.95842,0.97084,0.95756,0.97022
2022-09-28 17:00:00,0.9702,0.9751,0.97009,0.97368
2022-09-28 21:00:00,0.97351,0.97386,0.96892,0.96892
2022-09-29 01:00:00,0.96893,0.96998,0.96744,0.96858
2022-09-29 05:00:00,0.96862,0.9688,0.96358,0.96654
2022-09-29 09:00:00,0.96648,0.97468,0.96642,0.96882
2022-09-29 13:00:00,0.96882,0.97978,0.96849,0.97762
2022-09-29 17:00:00,0.97758,0.98151,0.97696,0.9814
2022-09-29 21:00:00,0.98168,0.98442,0.98125,0.98254
2022-09-30 01:00:00,0.98252,0.98294,0.97946,0.97994
2022-09-30 05:00:00,0.97995,0.98539,0.97902,0.98331
2022-09-30 09:00:00,0.9836,0.98382,0.97354,0.97546
2022-09-30 13:00:00,0.97546,0.98183,0.97346,0.97902
2022-09-30 17:00:00,0.97899,0.98156,0.97828,0.98016
2022-10-02 21:00:00,0.97969,0.98092,0.97854,0.98014
2022-10-03 01:00:00,0.9802,0.98288,0.97854,0.97854
2022-10-03 05:00:00,0.97852,0.98348,0.97844,0.98112
2022-10-03 09:00:00,0.9811,0.9813,0.97529,0.97658
2022-10-03 13:00:00,0.97656,0.98446,0.9758,0.9808
2022-10-03 17:00:00,0.98079,0.9829,0.9788,0.9825
2022-10-03 21:00:00,0.98258,0.98382,0.982,0.98269
2022-10-04 01:00:00,0.9827,0.98456,0.98062,0.98335
2022-10-04 05:00:00,0.98334,0.98962,0.9826,0.98748
2022-10-04 09:00:00,0.98744,0.99347,0.98526,0.9924
2022-10-04 13:00:00,0.99246,0.99937,0.991,0.99704
2022-10-04 17:00:00,0.99702,0.99996,0.99605,0.99879
2022-10-04 21:00:00,0.9987,0.999,0.99704,0.9976
2022-10-05 01:00:00,0.99759,0.99908,0.99596,0.99662
2022-10-05 05:00:00,0.99662,0.99952,0.99228,0.99475
2022-10-05 09:00:00,0.99474,0.9952,0.98922,0.99118
2022-10-05 13:00:00,0.99116,0.99143,0.98348,0.98632
2022-10-05 17:00:00,0.98628,0.9897,0.98601,0.98854
2022-10-05 21:00:00,0.98853,0.99262,0.98756,0.99168
2022-10-06 01:00:00,0.99168,0.99266,0.9903,0.9921
2022-10-06 05:00:00,0.9921,0.99262,0.98753,0.98886
2022-10-06 09:00:00,0.98888,0.99028,0.98558,0.98684
2022-10-06 13:00:00,0.98684,0.98706,0.97883,0.98026
2022-10-06 17:00:00,0.98022,0.98169,0.97898,0.97922
2022-10-06 21:00:00,0.97901,0.98001,0.97861,0.97933
2022-10-07 01:00:00,0.97934,0.9812,0.97866,0.97918
2022-10-07 05:00:00,0.97919,0.9817,0.97658,0.98018
2022-10-07 09:00:00,0.98018,0.98112,0.97262,0.97503
2022-10-07 13:00:00,0.97501,0.97912,0.97417,0.97612
2022-10-07 17:00:00,0.97612,0.97694,0.97308,0.97422
2022-10-09 21:00:00,0.97356,0.97416,0.97247,0.97378
2022-10-10 01:00:00,0.97381,0.97534,0.97325,0.97398
2022-10-10 05:00:00,0.97398,0.97436,0.96816,0.96886
2022-10-10 09:00:00,0.96888,0.97192,0.96872,0.97147
2022-10-10 13:00:00,0.97147,0.97464,0.96856,0.96919
2022-10-10 17:00:00,0.96919,0.9724,0.96852,0.97046
2022-10-10 21:00:00,0.97036,0.97227,0.96988,0.97203
2022-10-11 01:00:00,0.97202,0.97214,0.96704,0.96772
2022-10-11 05:00:00,0.9677,0.9725,0.96748,0.97076
2022-10-11 09:00:00,0.97078,0.97381,0.9692,0.97198
2022-10-11 13:00:00,0.97201,0.97748,0.96907,0.97656
2022-10-11 17:00:00,0.97658,0.97668,0.9694,0.97036
2022-10-11 21:00:00,0.97085,0.9718,0.96904,0.97034
2022-10-12 01:00:00,0.97034,0.9735,0.96828,0.97152
2022-10-12 05:00:00,0.9715,0.9733,0.96961,0.97038
2022-10-12 09:00:00,0.9704,0.972,0.96873,0.97054
2022-10-12 13:00:00,0.97056,0.9711,0.96679,0.96837
2022-10-12 17:00:00,0.96835,0.97205,0.96808,0.97038
2022-10-12 21:00:00,0.97012,0.97221,0.96978,0.97146
