time,Open,High,Low,Close
2002-05-10 21:00:00,0.9141,0.9209,0.90275,0.9209
2002-05-17 21:00:00,0.9201,0.92575,0.91985,0.921
2002-05-24 21:00:00,0.9211,0.93705,0.9209,0.9339
2002-05-31 21:00:00,0.9329,0.94765,0.9329,0.944
2002-06-07 21:00:00,0.9432,0.94825,0.9432,0.9456
2002-06-14 21:00:00,0.9453,0.9711,0.94445,0.9711
2002-06-21 21:00:00,0.9706,0.9919,0.97045,0.9919
2002-06-28 21:00:00,0.9915,0.9915,0.9731,0.9731
2002-07-05 21:00:00,0.9746,0.99355,0.9746,0.9915
2002-07-12 21:00:00,0.9912,1.01195,0.9912,1.0117
2002-07-19 21:00:00,1.0107,1.0112,0.9871,0.9871
2002-07-26 21:00:00,0.9867,0.9867,0.9775,0.9866
2002-08-02 21:00:00,0.9864,0.9864,0.96635,0.9704
2002-08-09 21:00:00,0.9698,0.9851,0.9698,0.9851
2002-08-16 21:00:00,0.984,0.984,0.96915,0.973
2002-08-23 21:00:00,0.973,0.98485,0.97195,0.9822
2002-08-30 21:00:00,0.9823,0.99695,0.9823,0.9916
2002-09-06 21:00:00,0.9816,0.98195,0.9717,0.9717
2002-09-13 21:00:00,0.9708,0.98665,0.9692,0.9823
2002-09-20 21:00:00,0.9811,0.9815,0.9762,0.9805
2002-09-27 21:00:00,0.981,0.9879,0.9793,0.9793
2002-10-04 21:00:00,0.9797,0.98975,0.9788,0.9873
2002-10-11 21:00:00,0.9872,0.9872,0.9709,0.9723
2002-10-18 21:00:00,0.9724,0.978,0.9724,0.9761
2002-10-25 21:00:00,0.9765,0.9967,0.9765,0.9967
2002-11-01 22:00:00,0.9972,1.013,0.9971,1.013
2002-11-08 22:00:00,1.01285,1.01285,1.0043,1.0093
2002-11-15 22:00:00,1.0093,1.0093,0.9972,0.9972
2002-11-22 22:00:00,0.9966,0.9968,0.9905,0.9944
2002-11-29 22:00:00,0.9945,1.0098,0.9945,1.0098
2002-12-06 22:00:00,1.0088,1.0229,1.0083,1.0229
